key,turkish,english,source_file,line,raw_snippet
BasiliTutarakKonusPushToTalk,Basılı tutarak konuş (Push-to-talk),,MainWindow.xaml,1468,"ToolTip=""Basılı tutarak konuş (Push-to-talk)"""
AIIleDuzenle,✨ AI ile Düzenle,,MainWindow.xaml; MainWindow.xaml.cs,1535,"Text=""✨ AI ile Düzenle"""
SeciliKodGuncellenecek,(Seçili kod güncellenecek),,MainWindow.xaml; MainWindow.xaml.cs,1536,"Text="" (Seçili kod güncellenecek)"""
IsteginiziYazinVeEnterAVeyaCtrlEnterBasin,İsteğinizi yazın ve Enter'a (veya Ctrl+Enter) basın.,,MainWindow.xaml,1542,"ToolTip=""İsteğinizi yazın ve Enter'a (veya Ctrl+Enter) basın."""
IptalEsc,İptal (Esc),,MainWindow.xaml,1545,"Content=""İptal (Esc)"""
AiPlanGeneratorBaslatmaHatasiExMessage,⚠️ AiPlanGenerator başlatma hatası: {ex.Message},,MainWindow.xaml.cs; ToolExecutor.cs,153,⚠️ AiPlanGenerator başlatma hatası: {ex.Message}
MdaiAgentBaslatildi,mdaiAgent başlatıldı.,,MainWindow.xaml.cs,218,mdaiAgent başlatıldı.
MdaiAgentAIDestekliKodEditoru,mdaiAgent - AI Destekli Kod Editörü,,MainWindow.xaml.cs,252,mdaiAgent - AI Destekli Kod Editörü
ProjeDosyalari,Proje Dosyaları,,MainWindow.xaml.cs,260,Proje Dosyaları
Sec,Seç,,MainWindow.xaml.cs,264,Seç
GitDegisiklikleriniYenileyerekGuncelDurumuGosterir,Git değişikliklerini yenileyerek güncel durumu gösterir,,MainWindow.xaml.cs,270,Git değişikliklerini yenileyerek güncel durumu gösterir
SolUsttenProjeKlasoruSecDiyerekBirKlasorAcin,"Sol üstten ""Proje Klasörü Seç"" diyerek bir klasör açın.",,MainWindow.xaml.cs,284,"Sol üstten \""Proje Klasörü Seç\"" diyerek bir klasör açın."
TerminalIslem,💻 Terminal & 📊 İşlem,,MainWindow.xaml.cs,288,💻 Terminal & 📊 İşlem
ProjeKlasorundekiDosyalardaMetinArayin,Proje klasöründeki dosyalarda metin arayın,,MainWindow.xaml.cs,290,Proje klasöründeki dosyalarda metin arayın
AramaIsleminiBaslatirEnterTusuDaAyniIsiYapar,Arama işlemini başlatır (Enter tuşu da aynı işi yapar),,MainWindow.xaml.cs,292,Arama işlemini başlatır (Enter tuşu da aynı işi yapar)
AramaSonucunuTemizlerVeDosyaAgaciniGeriGosterir,Arama sonucunu temizler ve dosya ağacını geri gösterir,,MainWindow.xaml.cs,294,Arama sonucunu temizler ve dosya ağacını geri gösterir
LoadCustomHtmlHighlightingBASLADI,=== LoadCustomHtmlHighlighting BAŞLADI ===,,MainWindow.xaml.cs,328,=== LoadCustomHtmlHighlighting BAŞLADI ===
XSHDYuklendiXshdName,XSHD yüklendi: {xshd.Name},,MainWindow.xaml.cs,341,XSHD yüklendi: {xshd.Name}
OZELHTMLVURGULAMASIBASARIYLAYUKLENDI,=== ✅ ÖZEL HTML VURGULAMASI BAŞARIYLA YÜKLENDİ! ===,,MainWindow.xaml.cs,343,=== ✅ ÖZEL HTML VURGULAMASI BAŞARIYLA YÜKLENDİ! ===
HATAXshdPathDosyasiBULUNAMADI,!!! HATA: {xshdPath} dosyası BULUNAMADI! !!!,,MainWindow.xaml.cs,356,!!! HATA: {xshdPath} dosyası BULUNAMADI! !!!
LoadCustomHtmlHighlightingBITTI,=== LoadCustomHtmlHighlighting BİTTİ ===,,MainWindow.xaml.cs,364,=== LoadCustomHtmlHighlighting BİTTİ ===
RenkOzellestirmeBasladiHighlightingName,🔧 Renk özelleştirme başladı: {highlighting?.Name ??,,MainWindow.xaml.cs,375,🔧 Renk özelleştirme başladı: {highlighting?.Name ?? 
AtlandiNullVeyaZatenOzellestirilmis,⏭️ Atlandı: null veya zaten özelleştirilmiş,,MainWindow.xaml.cs,378,⏭️ Atlandı: null veya zaten özelleştirilmiş
RenkHaritasiHazirColorMapCountAdetRenk,🎨 Renk haritası hazır: {colorMap.Count} adet renk,,MainWindow.xaml.cs,418,🎨 Renk haritası hazır: {colorMap.Count} adet renk
RenkOzellestirmeTamamlandi,✅ Renk özelleştirme tamamlandı!,,MainWindow.xaml.cs,422,✅ Renk özelleştirme tamamlandı!
IslenenRenkColorNameTipTypeName,🔍 İşlenen renk: '{colorName}' (tip: {type.Name}),,MainWindow.xaml.cs,439,  🔍 İşlenen renk: '{colorName}' (tip: {type.Name})
DegistirildiColorNameNewColor,✅ Değiştirildi: {colorName} -> {newColor},,MainWindow.xaml.cs,442,  ✅ Değiştirildi: {colorName} -> {newColor}
ProjedekiHerhangiBirDosyaninIceriginiOkur,Projedeki herhangi bir dosyanın içeriğini okur,,MainWindow.xaml.cs,504,Projedeki herhangi bir dosyanın içeriğini okur
YeniDosyaOlustururVeyaMevcutDosyayiGunceller,Yeni dosya oluşturur veya mevcut dosyayı günceller,,MainWindow.xaml.cs,505,Yeni dosya oluşturur veya mevcut dosyayı günceller
DosyaninBelirliBirBolumunuDegistirir,Dosyanın belirli bir bölümünü değiştirir,,MainWindow.xaml.cs,506,Dosyanın belirli bir bölümünü değiştirir
TerminalShellKomutuCalistirir,Terminal/shell komutu çalıştırır,,MainWindow.xaml.cs,507,Terminal/shell komutu çalıştırır
DosyaKlasorIsimlerindeAramaYapar,Dosya/klasör isimlerinde arama yapar,,MainWindow.xaml.cs,508,Dosya/klasör isimlerinde arama yapar
DosyaIceriklerindeMetinKodArar,Dosya içeriklerinde metin/kod arar,,MainWindow.xaml.cs,509,Dosya içeriklerinde metin/kod arar
KlasorIceriginiListeler,Klasör içeriğini listeler,,MainWindow.xaml.cs,510,Klasör içeriğini listeler
BirimTestleriniCalistirir,Birim testlerini çalıştırır,,MainWindow.xaml.cs,512,Birim testlerini çalıştırır
BuyukGorevlerIcinAdimAdimPlanYapar,Büyük görevler için adım adım plan yapar,,MainWindow.xaml.cs,513,Büyük görevler için adım adım plan yapar
YapilanKodDegisikliklerininOnizlemesiniSunar,Yapılan kod değişikliklerinin önizlemesini sunar,,MainWindow.xaml.cs,514,Yapılan kod değişikliklerinin önizlemesini sunar
ProjeninHafizasindanGenelKurallariOkur,Projenin hafızasından genel kuralları okur,,MainWindow.xaml.cs,515,Projenin hafızasından genel kuralları okur
HataDurumundaKurtarmaPlaniYapar,Hata durumunda kurtarma planı yapar,,MainWindow.xaml.cs,516,Hata durumunda kurtarma planı yapar
UygulamaninEkraninGoruntusunuAlir,Uygulamanın/ekranın görüntüsünü alır,,MainWindow.xaml.cs,517,Uygulamanın/ekranın görüntüsünü alır
GoreviBaskaBirAIAltAjanaDevreder,Görevi başka bir AI alt ajana devreder,,MainWindow.xaml.cs,518,Görevi başka bir AI alt ajana devreder
KullaniciyaPopupPenceresindeSoruSorar,Kullanıcıya popup penceresinde soru sorar,,MainWindow.xaml.cs,519,Kullanıcıya popup penceresinde soru sorar
GeriDonulebilirBirProjeKayitNoktasiOlusturur,Geri dönülebilir bir proje kayıt noktası oluşturur,,MainWindow.xaml.cs,520,Geri dönülebilir bir proje kayıt noktası oluşturur
ProjeyiEskiBirKayitNoktasinaGeriDondurur,Projeyi eski bir kayıt noktasına geri döndürür,,MainWindow.xaml.cs,521,Projeyi eski bir kayıt noktasına geri döndürür
GorevinBagimlilikGrafiginiCikarir,Görevin bağımlılık grafiğini çıkarır,,MainWindow.xaml.cs,522,Görevin bağımlılık grafiğini çıkarır
ProjeYapisiniTeknolojiTurunuVeOnemliDosyalariKesfeder,"Proje yapısını, teknoloji türünü ve önemli dosyaları keşfeder",,MainWindow.xaml.cs; ToolDefinitions.cs,523,"Proje yapısını, teknoloji türünü ve önemli dosyaları keşfeder"
TekrarKullanilmakUzereHizliBirTerminalKomutuKaydeder,Tekrar kullanılmak üzere hızlı bir terminal komutu kaydeder,,MainWindow.xaml.cs; ToolDefinitions.cs,524,Tekrar kullanılmak üzere hızlı bir terminal komutu kaydeder
DahaOnceKaydedilmisHizliKomutuYurutur,Daha önce kaydedilmiş hızlı komutu yürütür,,MainWindow.xaml.cs,525,Daha önce kaydedilmiş hızlı komutu yürütür
InternetUzerindeAramaYapar,İnternet üzerinde arama yapar,,MainWindow.xaml.cs,527,İnternet üzerinde arama yapar
BelirtilenBirURLInIceriginiOkur,Belirtilen bir URL'in içeriğini okur,,MainWindow.xaml.cs,528,Belirtilen bir URL'in içeriğini okur
AracYonetimi,🛠️ Araç Yönetimi,,MainWindow.xaml.cs,582,🛠️  Araç Yönetimi
AraclariKendinSecSadeceAcikAraclarModeleGider,Araçları kendin seç. Sadece açık araçlar modele gider.,,MainWindow.xaml.cs; MainWindow.xaml.cs,621,Araçları kendin seç. Sadece açık araçlar modele gider.
ModelRouterKararVerirTumAraclarGonderilirVeyaRouterSecer,Model / Router karar verir. Tüm araçlar gönderilir veya Router seçer.,,MainWindow.xaml.cs; MainWindow.xaml.cs,622,Model / Router karar verir. Tüm araçlar gönderilir veya Router seçer.
AracAciklamasiYok,Araç açıklaması yok,,MainWindow.xaml.cs,674,Araç açıklaması yok
AyarlarMenusundeAIRouterAktifManuelModAGecebilmekIcinLutfenOnceAyarlarDanRouterIKapatin,Ayarlar menüsünde AI Router aktif. Manuel mod'a geçebilmek için lütfen önce Ayarlar'dan Router'ı kapatın.,,MainWindow.xaml.cs,792,Ayarlar menüsünde AI Router aktif. Manuel mod'a geçebilmek için lütfen önce Ayarlar'dan Router'ı kapatın.
Uyari2,Uyarı,,MainWindow.xaml.cs; MainWindow.xaml.cs; SettingsWindow.xaml.cs; SettingsWindow.xaml.cs,792,Uyarı
SohbetGecmisiTemizlenecekProjeAyarlariVeProjeKlasoruKorunacakDevamEdilsinMi,Sohbet geçmişi temizlenecek. Proje ayarları ve proje klasörü korunacak. Devam edilsin mi?,,MainWindow.xaml.cs,829,Sohbet geçmişi temizlenecek.\nProje ayarları ve proje klasörü korunacak.\n\nDevam edilsin mi?
GecmisiTemizle,Geçmişi Temizle,,MainWindow.xaml.cs,830,Geçmişi Temizle
SohbetGecmisiTemizlendiProjeAyarlariVeBaglamiKorunmaktadir,🗑️ Sohbet geçmişi temizlendi. Proje ayarları ve bağlamı korunmaktadır.,,MainWindow.xaml.cs,843,🗑️ Sohbet geçmişi temizlendi. Proje ayarları ve bağlamı korunmaktadır.
QADenetimAjani,QA Denetim Ajanı,,MainWindow.xaml.cs,909,QA Denetim Ajanı
KodKalitesiniOtomatikDenetlerVeRefaktorOnerir,Kod kalitesini otomatik denetler ve refaktör önerir.,,MainWindow.xaml.cs,909,Kod kalitesini otomatik denetler ve refaktör önerir.
UIRefaktorAjani,UI Refaktör Ajanı,,MainWindow.xaml.cs,916,UI Refaktör Ajanı
ArayuzVeDuzenIyilestirmesiYapar,Arayüz ve düzen iyileştirmesi yapar.,,MainWindow.xaml.cs,916,Arayüz ve düzen iyileştirmesi yapar.
KaydetmeHatasiTabInfoFilePathExMessage,Kaydetme hatası ({tabInfo.FilePath}): {ex.Message},,MainWindow.xaml.cs,1012,Kaydetme hatası ({tabInfo.FilePath}): {ex.Message}
BuKlasorBirGitDeposuDegilOnceGitBaslatin,Bu klasör bir Git deposu değil. Önce Git başlatın.,,MainWindow.xaml.cs,1081,Bu klasör bir Git deposu değil. Önce Git başlatın.
BekleyenDegisikliklerYedeklendiCommit,Bekleyen değişiklikler yedeklendi (commit).,,MainWindow.xaml.cs,1094,Bekleyen değişiklikler yedeklendi (commit).
GitHubKullaniciAdiniziGirin,GitHub Kullanıcı Adınızı girin:,,MainWindow.xaml.cs,1103,GitHub Kullanıcı Adınızı girin:
GitHubKullaniciAdi,GitHub Kullanıcı Adı,,MainWindow.xaml.cs,1103,GitHub Kullanıcı Adı
GitHubPersonalAccessTokenGirinDeveloperSettingsPersonalAccessTokensUzerindenAlabilirsiniz,GitHub Personal Access Token girin: (Developer Settings → Personal Access Tokens üzerinden alabilirsiniz),,MainWindow.xaml.cs,1114,GitHub Personal Access Token girin:\n(Developer Settings → Personal Access Tokens üzerinden alabilirsiniz)\n
NotMevcutTokenGuvenlikIcinGosterilmezDegistirmekIstiyorsanYenisiniGirDegistirmeyeceksenBosBirak,"Not: Mevcut token güvenlik için gösterilmez. Değiştirmek istiyorsan yenisini gir, değiştirmeyeceksen boş bırak.",,MainWindow.xaml.cs,1115,"Not: Mevcut token güvenlik için gösterilmez. Değiştirmek istiyorsan yenisini gir, değiştirmeyeceksen boş bırak."
TokenBosBirakilamazIslemIptalEdildi,Token boş bırakılamaz. İşlem iptal edildi.,,MainWindow.xaml.cs,1129,Token boş bırakılamaz. İşlem iptal edildi.
GitHubRepositoryURLSiOrnHttpsGithubComUserRepoGit,GitHub Repository URL'si (örn: https://github.com/user/repo.git):,,MainWindow.xaml.cs,1137,GitHub Repository URL'si (örn: https://github.com/user/repo.git):
RepositoryURLBosBirakilamazIslemIptalEdildi,Repository URL boş bırakılamaz. İşlem iptal edildi.,,MainWindow.xaml.cs,1148,Repository URL boş bırakılamaz. İşlem iptal edildi.
GitHubAOriginSenkronizeEdiliyorKullaniciSettingsGitHubUsername,GitHub'a (origin) senkronize ediliyor... Kullanıcı: {_settings.GitHubUsername},,MainWindow.xaml.cs,1155,GitHub'a (origin) senkronize ediliyor... Kullanıcı: {_settings.GitHubUsername}
GitHubAKodlarYukleniyor,GitHub'a kodlar yükleniyor...,,MainWindow.xaml.cs,1156,GitHub'a kodlar yükleniyor...
GitHubSenkronizasyonuBASARILI,GitHub Senkronizasyonu BAŞARILI!,,MainWindow.xaml.cs,1172,GitHub Senkronizasyonu BAŞARILI!
KodlarGitHubABasariylaGonderildi,Kodlar GitHub'a başarıyla gönderildi.,,MainWindow.xaml.cs,1173,Kodlar GitHub'a başarıyla gönderildi.
GitHubSenkronizasyonuTamamlandi,GitHub senkronizasyonu tamamlandı.,,MainWindow.xaml.cs,1174,GitHub senkronizasyonu tamamlandı.
GitHubSenkronizasyonuBASARISIZTokenYetkiVeyaInternetBaglantisiniKontrolEdin,"GitHub Senkronizasyonu BAŞARISIZ! (Token, yetki veya internet bağlantısını kontrol edin.)",,MainWindow.xaml.cs,1178,"GitHub Senkronizasyonu BAŞARISIZ! (Token, yetki veya internet bağlantısını kontrol edin.)"
GitHubAGonderimBasarisiz,GitHub'a gönderim başarısız.,,MainWindow.xaml.cs,1179,GitHub'a gönderim başarısız.
GitHubSenkronizasyonHatasiExMessage,GitHub senkronizasyon hatası: {ex.Message},,MainWindow.xaml.cs,1185,GitHub senkronizasyon hatası: {ex.Message}
GitHubIslemiSirasindaHataOlustu,GitHub işlemi sırasında hata oluştu.,,MainWindow.xaml.cs,1186,GitHub işlemi sırasında hata oluştu.
StageAllHatasiExMessage,Stage All hatası: {ex.Message},,MainWindow.xaml.cs,1204,Stage All hatası: {ex.Message}
CommitMesajiniGirin,Commit mesajını girin:,,MainWindow.xaml.cs,1210,Commit mesajını girin:
CommitMesaji,Commit mesajı,,MainWindow.xaml.cs,1210,Commit mesajı
CommitBasariylaOlusturuldu,Commit başarıyla oluşturuldu!,,MainWindow.xaml.cs,1216,Commit başarıyla oluşturuldu!
CommitHatasiExMessage,Commit hatası: {ex.Message},,MainWindow.xaml.cs,1220,Commit hatası: {ex.Message}
StageHatasiExMessage,Stage hatası: {ex.Message},,MainWindow.xaml.cs,1235,Stage hatası: {ex.Message}
UnstageHatasiExMessage,Unstage hatası: {ex.Message},,MainWindow.xaml.cs,1250,Unstage hatası: {ex.Message}
APIIstemcisiBaslatildiApiClientModelName,API istemcisi başlatıldı: {_apiClient.ModelName},,MainWindow.xaml.cs,1258,API istemcisi başlatıldı: {_apiClient.ModelName}
Ajani,Ajanı,,MainWindow.xaml.cs,1296,Ajanı
Calisiyor2,çalışıyor,,MainWindow.xaml.cs; MainWindow.xaml.cs,1320,çalışıyor
Calistiriliyor,çalıştırılıyor,,MainWindow.xaml.cs; MainWindow.xaml.cs,1320,çalıştırılıyor
SesliKomutServisiBaslatildi,🎤 Sesli Komut servisi başlatıldı,,MainWindow.xaml.cs,1395,🎤 Sesli Komut servisi başlatıldı
SesliKomutBaslatmaHatasiExMessage,⚠️ Sesli Komut başlatma hatası: {ex.Message},,MainWindow.xaml.cs,1399,⚠️ Sesli Komut başlatma hatası: {ex.Message}
ProjeKlasoruSecildigindeRAGBaslatilacak,📁 Proje klasörü seçildiğinde RAG başlatılacak,,MainWindow.xaml.cs,1410,📁 Proje klasörü seçildiğinde RAG başlatılacak
RAGServisiAyarlandigindaBaslatilacakBkzRAGSekmesi,⚪ RAG servisi ayarlandığında başlatılacak (Bkz: RAG Sekmesi),,MainWindow.xaml.cs,1416,⚪ RAG servisi ayarlandığında başlatılacak (Bkz: RAG Sekmesi)
RAGSisteminiYapilandiriliyorTumKodDosyalariIndeksleniyor,📚 RAG sistemini yapılandırılıyor (tüm kod dosyaları indeksleniyor)...,,MainWindow.xaml.cs,1429,📚 RAG sistemini yapılandırılıyor (tüm kod dosyaları indeksleniyor)...
RAGBaslatildiChunksIndexedKodChunkIIndekslendiOtomatikIzlemeBasladi,"✅ RAG başlatıldı: {chunksIndexed} kod chunk'ı indekslendi, otomatik izleme başladı",,MainWindow.xaml.cs,1438,"✅ RAG başlatıldı: {chunksIndexed} kod chunk'ı indekslendi, otomatik izleme başladı"
RAGBaslatmaHatasiExMessage2,⚠️ RAG başlatma hatası: {ex.Message},,MainWindow.xaml.cs,1442,⚠️ RAG başlatma hatası: {ex.Message}
KodlarGuncellendiEChunksIndexedYeniChunkEFilesProcessedDosyaEDurationTotalSecondsF2S,"🔄 Kodlar güncellendi: {e.ChunksIndexed} yeni chunk, {e.FilesProcessed} dosya ({e.Duration.TotalSeconds:F2}s)",,MainWindow.xaml.cs,1450,"🔄 Kodlar güncellendi: {e.ChunksIndexed} yeni chunk, {e.FilesProcessed} dosya ({e.Duration.TotalSeconds:F2}s)"
OnizlemeUrl,Önizleme: {url},,MainWindow.xaml.cs; MainWindow.xaml.cs,1512,Önizleme: {url}
OnizlemeStatus,Önizleme: {status},,MainWindow.xaml.cs; MainWindow.xaml.cs,1523,Önizleme: {status}
OnizlemeHatasiError,Önizleme hatası: {error},,MainWindow.xaml.cs; MainWindow.xaml.cs,1534,Önizleme hatası: {error}
DosyayiKaydet,Dosyayı Kaydet,,MainWindow.xaml.cs,1573,Dosyayı Kaydet
TumunuKaydet,Tümünü Kaydet,,MainWindow.xaml.cs,1574,Tümünü Kaydet
AcikTumDosyalariKaydeder,Açık tüm dosyaları kaydeder.,,MainWindow.xaml.cs,1574,Açık tüm dosyaları kaydeder.
YedekleriGoruntule,Yedekleri Görüntüle,,MainWindow.xaml.cs,1575,Yedekleri Görüntüle
ProjeYedekleriniGosterir,Proje yedeklerini gösterir.,,MainWindow.xaml.cs,1575,Proje yedeklerini gösterir.
AIRefaktorEt,AI Refaktör Et,,MainWindow.xaml.cs,1577,AI Refaktör Et
AktifDosyayiAIIleYenidenDuzenler,Aktif dosyayı AI ile yeniden düzenler.,,MainWindow.xaml.cs,1577,Aktif dosyayı AI ile yeniden düzenler.
AIYorumlariGelistir,AI Yorumları Geliştir,,MainWindow.xaml.cs,1578,AI Yorumları Geliştir
AIDosyayiAcikla,AI Dosyayı Açıkla,,MainWindow.xaml.cs,1579,AI Dosyayı Açıkla
AktifDosyaninNeYaptiginiAciklar,Aktif dosyanın ne yaptığını açıklar.,,MainWindow.xaml.cs,1579,Aktif dosyanın ne yaptığını açıklar.
AITestUret,AI Test Üret,,MainWindow.xaml.cs,1580,AI Test Üret
AktifDosyaIcinTestSenaryosuOlusturur,Aktif dosya için test senaryosu oluşturur.,,MainWindow.xaml.cs,1580,Aktif dosya için test senaryosu oluşturur.
ProjeyeUygunBirAIYolHaritasiHazirlar,Projeye uygun bir AI yol haritası hazırlar.,,MainWindow.xaml.cs,1581,Projeye uygun bir AI yol haritası hazırlar.
SonAIYanitiniUygula,Son AI Yanıtını Uygula,,MainWindow.xaml.cs,1582,Son AI Yanıtını Uygula
AIDenGelenSonYanitiAktifDosyayaUygular,AI'den gelen son yanıtı aktif dosyaya uygular.,,MainWindow.xaml.cs,1582,AI'den gelen son yanıtı aktif dosyaya uygular.
DokumaniBicimlendir,Dokümanı Biçimlendir,,MainWindow.xaml.cs,1583,Dokümanı Biçimlendir
AktifDosyadaBasitBirBicimlendirmeUygular,Aktif dosyada basit bir biçimlendirme uygular.,,MainWindow.xaml.cs,1583,Aktif dosyada basit bir biçimlendirme uygular.
HizliDosyaAc,Hızlı Dosya Aç,,MainWindow.xaml.cs; MainWindow.xaml.cs,1584,Hızlı Dosya Aç
ProjeIcindenHizliDosyaAcar,Proje içinden hızlı dosya açar.,,MainWindow.xaml.cs,1584,Proje içinden hızlı dosya açar.
GuvenliModACIK,Güvenli mod: AÇIK,,MainWindow.xaml.cs,1817,Güvenli mod: AÇIK
GuvenliModEtkinlestirildi,Güvenli mod etkinleştirildi,,MainWindow.xaml.cs,1818,Güvenli mod etkinleştirildi
GuvenliModKAPAL,Güvenli mod: KAPAL,,MainWindow.xaml.cs,1824,Güvenli mod: KAPAL
GuvenliModDevreDisiBirakildi,Güvenli mod devre dışı bırakıldı,,MainWindow.xaml.cs,1825,Güvenli mod devre dışı bırakıldı
LutfenAcikDosyaninIceriginiAlVeKoduDahaOkunabilirDahaIyiYapilandirilmisVeMevcutIslevselligiKoruyacakSekildeRefaktorEtYan,"Lütfen açık dosyanın içeriğini al ve kodu daha okunabilir, daha iyi yapılandırılmış ve mevcut işlevselliği koruyacak şekilde refaktör et. Yanıtı yalnızca güncellenmiş dosya içeriği olarak kod bloğunda ver.",,MainWindow.xaml.cs,1858,"Lütfen açık dosyanın içeriğini al ve kodu daha okunabilir, daha iyi yapılandırılmış ve mevcut işlevselliği koruyacak şekilde refaktör et. Yanıtı yalnızca güncellenmiş dosya içeriği olarak kod bloğunda ver."
LutfenAcikDosyayiAlVeKoduAnlatanAnlamliSatirIciYorumlarEkleYanitiYalnizcaGuncellenmisDosyaIcerigiOlarakKodBlogundaVer,Lütfen açık dosyayı al ve kodu anlatan anlamlı satır içi yorumlar ekle. Yanıtı yalnızca güncellenmiş dosya içeriği olarak kod bloğunda ver.,,MainWindow.xaml.cs,1867,Lütfen açık dosyayı al ve kodu anlatan anlamlı satır içi yorumlar ekle. Yanıtı yalnızca güncellenmiş dosya içeriği olarak kod bloğunda ver.
LutfenAcikDosyaninNeYaptiginiVeOnemliKisimlariniNetVeKisaBirSekildeAcikla,Lütfen açık dosyanın ne yaptığını ve önemli kısımlarını net ve kısa bir şekilde açıkla.,,MainWindow.xaml.cs,1876,Lütfen açık dosyanın ne yaptığını ve önemli kısımlarını net ve kısa bir şekilde açıkla.
LutfenSuDosyaIcinUygunBirTestDosyasiOlusturPathGetFileNameTabInfoFilePathSadeceTestDosyasiIceriginiVerVeDosyaYolunuBelir,Lütfen şu dosya için uygun bir test dosyası oluştur: {Path.GetFileName(tabInfo.FilePath)}. Sadece test dosyası içeriğini ver ve dosya yolunu belirtme.,,MainWindow.xaml.cs,1888,Lütfen şu dosya için uygun bir test dosyası oluştur: {Path.GetFileName(tabInfo.FilePath)}. Sadece test dosyası içeriğini ver ve dosya yolunu belirtme.
PlanModuNuKullanabilmekIcinLutfenSolTaraftanBirProjeKlasoruSecin,Plan Modu'nu kullanabilmek için lütfen sol taraftan bir Proje Klasörü seçin.,,MainWindow.xaml.cs,1904,Plan Modu'nu kullanabilmek için lütfen sol taraftan bir Proje Klasörü seçin.
ProjeSecilmedi,Proje Seçilmedi,,MainWindow.xaml.cs,1904,Proje Seçilmedi
LutfenOnceAPIAnahtariniAyarlardanEkleyin,Lütfen önce API anahtarını ayarlardan ekleyin.,,MainWindow.xaml.cs; MainWindow.xaml.cs,1910,Lütfen önce API anahtarını ayarlardan ekleyin.
